Category,Reviews,Type,Content Rating,Genres,SizeNew,InstallsNew,PriceNew,LastUpdatedNewYear,LastUpdatedNewMonth,LastUpdatedNewDay,AndroidVerNew,ReviewGroupNew
SHOPPING,9975,0,Everyone,Shopping,0.18,1000000,0.0,2018,1,22,4.3,2
FAMILY,2580,0,Everyone,Simulation,0.53,100000,0.0,2018,7,6,4.1,2
GAME,421000,0,Everyone,Arcade,0.36,10000000,0.0,2018,6,13,4.1,3
ENTERTAINMENT,87723,0,Teen,Entertainment,0.32,10000000,0.0,2018,7,19,4.1,3
ENTERTAINMENT,130549,0,Teen,Entertainment,0.3928871096877502,5000000,0.0,2018,6,27,4.1,3
LIFESTYLE,0,0,Everyone,Lifestyle,0.08900000000000001,100,0.0,2018,7,24,4.1,0
LIBRARIES_AND_DEMO,23859,0,Everyone,Libraries & Demo,8.6,1000000,0.0,2014,10,29,4.0,2
TRAVEL_AND_LOCAL,216388,0,Everyone,Travel & Local,0.19,10000000,0.0,2018,7,31,3.8377519379844967,3
HEALTH_AND_FITNESS,26,0,Everyone,Health & Fitness,0.12,1000,0.0,2018,6,9,4.1,1
HOUSE_AND_HOME,59660,0,Everyone,House & Home,0.72,1000000,0.0,2017,3,14,2.3,3
PERSONALIZATION,5,0,Mature 17+,Personalization,0.08800000000000001,500,0.0,2018,2,11,4.0,0
LIFESTYLE,54,0,Teen,Lifestyle,0.21,5000,0.0,2018,3,28,4.0,1
FAMILY,1357,1,Everyone,Educational;Pretend Play,0.58,50000,2.99,2016,2,16,4.0,2
BUSINESS,0,0,Everyone,Business,0.02,50,0.0,2016,1,15,4.0,0
FAMILY,41,0,Everyone,Simulation,0.3,5000,0.0,2018,1,13,4.1,1
FAMILY,55,0,Everyone,Puzzle,0.4,1000,0.0,2018,8,3,4.1,1
FINANCE,337,0,Everyone,Finance,0.033,10000,0.0,2018,3,15,4.0,1
GAME,257531,0,Everyone 10+,Racing,0.44,10000000,0.0,2018,1,18,4.1,3
PERSONALIZATION,6626,0,Everyone,Personalization,0.091,1000000,0.0,2018,7,25,4.0,2
TOOLS,679912,0,Everyone,Tools,0.3928871096877502,10000000,0.0,2018,7,27,3.8377519379844967,3
VIDEO_PLAYERS,45744,0,Everyone,Video Players & Editors,0.3928871096877502,10000000,0.0,2016,6,3,4.4,3
GAME,33,0,Everyone 10+,Action,0.44,1000,0.0,2018,7,25,2.3,1
LIFESTYLE,2586,0,Everyone,Lifestyle,0.094,100000,0.0,2015,12,17,4.0,2
SOCIAL,398,0,Mature 17+,Social,0.022000000000000002,50000,0.0,2014,12,3,2.0,1
SPORTS,76346,0,Everyone,Sports,0.14,5000000,0.0,2018,7,25,4.1,3
PHOTOGRAPHY,1283,0,Everyone,Photography,0.08199999999999999,100000,0.0,2018,6,21,4.1,2
COMMUNICATION,37320,0,Everyone,Communication,0.084,1000000,0.0,2018,7,30,4.0,3
FAMILY,34,0,Everyone,Entertainment,0.14,1000,0.0,2018,5,21,4.1,1
FAMILY,7050,0,Everyone,Educational;Education,0.24,1000000,0.0,2018,5,27,4.0,2
DATING,69,0,Mature 17+,Dating,0.36,5000,0.0,2018,8,4,4.4,1
LIFESTYLE,0,0,Everyone,Lifestyle,0.033,1,0.0,2018,8,2,4.0,0
MEDICAL,17,1,Everyone 10+,Medical,0.018000000000000002,1000,9.99,2018,5,14,4.4,0
HEALTH_AND_FITNESS,5420,0,Everyone,Health & Fitness,0.21,500000,0.0,2018,6,5,4.1,2
COMICS,144,0,Everyone,Comics,0.047,10000,0.0,2018,7,19,4.0,1
BOOKS_AND_REFERENCE,85842,0,Everyone,Books & Reference,0.37,5000000,0.0,2018,6,25,4.0,3
FAMILY,1065,0,Everyone,Educational;Education,0.61,100000,0.0,2018,5,13,4.1,2
HEALTH_AND_FITNESS,5,0,Everyone,Health & Fitness,0.057,10,0.0,2018,3,28,2.3,0
FAMILY,2,1,Everyone,Role Playing,0.22,50,2.99,2017,3,20,4.2,0
LIFESTYLE,14,0,Everyone,Lifestyle,0.3928871096877502,500,0.0,2018,3,13,4.1,0
SOCIAL,1225339,0,Everyone,Social,0.3928871096877502,100000000,0.0,2018,8,2,5.0,3
SPORTS,31908,0,Everyone,Sports,0.3928871096877502,1000000,0.0,2017,9,27,3.8377519379844967,3
FAMILY,10,0,Everyone,Entertainment,0.057999999999999996,500,0.0,2017,7,23,4.1,0
EDUCATION,2078,0,Everyone,Education;Education,0.3928871096877502,100000,0.0,2017,12,24,4.1,2
BOOKS_AND_REFERENCE,11,0,Everyone,Books & Reference,0.092,5000,0.0,2018,1,30,5.0,0
TOOLS,605,0,Everyone,Tools,0.038,1000000,0.0,2017,12,18,5.0,1
TOOLS,15070,0,Everyone,Tools,0.063,1000000,0.0,2018,7,30,4.0,2
SOCIAL,6450,0,Mature 17+,Social,0.14,500000,0.0,2018,1,22,4.0,2
SPORTS,6,1,Everyone,Sports,0.013000000000000001,100,3.02,2017,12,27,3.0,0
FAMILY,796,0,Everyone,Entertainment,0.28,100000,0.0,2018,7,3,5.0,1
FAMILY,13731,0,Everyone,Entertainment;Action & Adventure,0.55,1000000,0.0,2018,6,22,4.0,2
SPORTS,122282,0,Everyone 10+,Sports,0.3928871096877502,5000000,0.0,2018,7,20,3.8377519379844967,3
FAMILY,3617,0,Everyone,Board;Brain Games,0.19,1000000,0.0,2018,7,24,4.1,2
TRAVEL_AND_LOCAL,64713,0,Everyone,Travel & Local,0.58,1000000,0.0,2018,6,9,5.0,3
FAMILY,55,0,Teen,Educational,0.46,10000,0.0,2017,11,7,4.0,1
FAMILY,860078,0,Everyone,Simulation,0.3,10000000,0.0,2018,2,15,4.1,3
MEDICAL,5661,0,Everyone,Medical,0.3928871096877502,500000,0.0,2017,4,19,3.8377519379844967,2
PRODUCTIVITY,4737,0,Everyone,Productivity,0.017,500000,0.0,2015,11,26,2.0,2
FAMILY,23609,0,Teen,Casual,0.31,1000000,0.0,2018,4,13,4.0,2
VIDEO_PLAYERS,414,0,Mature 17+,Video Players & Editors,0.59,100000,0.0,2018,7,18,4.0,1
TOOLS,17,0,Everyone,Tools,0.07400000000000001,5000,0.0,2018,6,4,4.4,0
DATING,185,0,Mature 17+,Dating,0.05,10000,0.0,2018,7,16,4.0,1
TOOLS,75,0,Everyone,Tools,0.25,10000,0.0,2018,1,31,4.0,1
PERSONALIZATION,6702776,0,Teen,Personalization,0.17,100000000,0.0,2018,8,3,4.0,3
COMMUNICATION,25021,0,Everyone,Communication,0.61,5000000,0.0,2018,6,26,4.3,2
HEALTH_AND_FITNESS,19543,1,Everyone,Health & Fitness,0.3928871096877502,100000,2.99,2018,1,19,3.8377519379844967,2
TRAVEL_AND_LOCAL,136626,0,Everyone,Travel & Local,0.14,10000000,0.0,2018,8,6,5.0,3
MEDICAL,1,0,Everyone,Medical,0.15,1000,0.0,2018,3,10,4.0,0
PHOTOGRAPHY,6827,0,Everyone,Photography,0.087,1000000,0.0,2018,4,20,2.3,2
LIFESTYLE,8418,0,Everyone,Lifestyle,0.21,500000,0.0,2018,7,11,4.4,2
NEWS_AND_MAGAZINES,233305,0,Everyone,News & Magazines,0.031,10000000,0.0,2018,8,3,2.2,3
PHOTOGRAPHY,283,0,Everyone,Photography,0.07400000000000001,100000,0.0,2018,5,12,4.0,1
SOCIAL,65,0,Teen,Social,0.071,500,0.0,2017,2,25,4.1,1
EDUCATION,7973,0,Everyone,Education,0.18,1000000,0.0,2018,7,27,4.4,2
TOOLS,30,0,Everyone,Tools,0.22,5000,0.0,2017,6,7,4.1,1
HEALTH_AND_FITNESS,325738,0,Everyone,Health & Fitness,0.3928871096877502,10000000,0.0,2018,7,28,3.8377519379844967,3
TOOLS,249,0,Everyone,Tools,0.03,50000,0.0,2018,3,17,4.3,1
SOCIAL,7,0,Everyone,Social,0.18,100,0.0,2018,7,25,4.4,0
PRODUCTIVITY,7,0,Everyone,Productivity,0.018000000000000002,500,0.0,2014,11,20,2.2,0
FAMILY,279,0,Everyone,Education,0.14,10000,0.0,2017,12,25,4.4,1
FINANCE,6076,0,Everyone,Finance,0.32,500000,0.0,2018,7,28,4.2,2
LIFESTYLE,11,0,Everyone,Lifestyle,0.034,1000,0.0,2016,3,1,4.0,0
VIDEO_PLAYERS,944,0,Everyone,Video Players & Editors,0.11,50000,0.0,2017,10,15,4.1,2
FAMILY,14,0,Teen,Education,0.043,1000,0.0,2018,1,10,2.3,0
HOUSE_AND_HOME,0,0,Everyone,House & Home,0.05,50,0.0,2017,9,15,4.1,0
PHOTOGRAPHY,78140,0,Everyone,Photography,0.1,5000000,0.0,2018,2,11,4.0,3
FOOD_AND_DRINK,6507,0,Everyone,Food & Drink,0.18,1000000,0.0,2018,4,12,4.4,2
SPORTS,55,1,Everyone,Sports,0.63,1000,4.49,2018,8,3,4.0,1
LIFESTYLE,14,0,Everyone,Lifestyle,0.026000000000000002,100,0.0,2017,10,13,4.0,0
FAMILY,3,1,Everyone,Education,0.015,1000,2.99,2017,3,14,4.0,0
FAMILY,3,0,Everyone,Entertainment,0.1,50,0.0,2015,10,4,2.2,0
BUSINESS,0,0,Everyone,Business,0.026000000000000002,100,0.0,2018,5,8,4.0,0
DATING,42194,0,Mature 17+,Dating,0.3928871096877502,5000000,0.0,2018,7,24,3.8377519379844967,3
FAMILY,32416,0,Everyone,Educational,0.3928871096877502,1000000,0.0,2017,7,10,3.8377519379844967,3
FOOD_AND_DRINK,336,0,Everyone,Food & Drink,0.13,100000,0.0,2018,5,18,4.1,1
COMMUNICATION,8,0,Teen,Communication,0.29,100,0.0,2018,3,14,4.1,0
FAMILY,339,0,Everyone,Education,0.042,50000,0.0,2018,4,5,4.0,1
PHOTOGRAPHY,21841,0,Everyone,Photography,0.077,1000000,0.0,2018,7,24,4.2,2
PRODUCTIVITY,2194,0,Everyone,Productivity,0.17,500000,0.0,2018,3,8,4.4,2
FAMILY,17786,0,Everyone,Casual,0.16,1000000,0.0,2018,5,14,4.0,2
TOOLS,37333,0,Everyone,Tools,0.3928871096877502,50000000,0.0,2016,1,17,3.8377519379844967,3
GAME,4719,0,Everyone,Action,0.54,500000,0.0,2018,7,8,4.1,2
BOOKS_AND_REFERENCE,2,0,Everyone,Books & Reference,0.2,500,0.0,2018,2,13,4.0,0
MEDICAL,3498,0,Everyone,Medical,0.066,100000,0.0,2018,5,1,4.0,2
MEDICAL,131,0,Everyone,Medical,0.6,10000,0.0,2017,9,25,4.4,1
PRODUCTIVITY,618798,0,Everyone,Productivity,0.3928871096877502,100000000,0.0,2018,7,11,4.4,3
MEDICAL,18,0,Everyone,Medical,0.45,1000,0.0,2018,6,5,2.0,0
MEDICAL,2159,0,Everyone,Medical,0.11,10000,0.0,2018,5,17,4.4,2
BUSINESS,2915,0,Everyone,Business,0.033,500000,0.0,2017,11,3,4.4,2
GAME,5291,0,Teen,Adventure,0.07200000000000001,100000,0.0,2014,5,24,2.2,2
HEALTH_AND_FITNESS,2901,1,Everyone,Health & Fitness,0.3928871096877502,50000,1.99,2018,6,14,3.8377519379844967,2
NEWS_AND_MAGAZINES,7006,0,Everyone,News & Magazines,0.23,1000000,0.0,2018,7,31,4.0,2
PHOTOGRAPHY,4813,0,Everyone,Photography,0.051,100000,0.0,2016,3,19,2.2,2
FAMILY,41867,0,Everyone,Racing;Action & Adventure,0.78,1000000,0.0,2017,5,18,2.0,3
FAMILY,9,0,Everyone,Entertainment,0.28,500,0.0,2016,9,28,4.3,0
EVENTS,3874,0,Everyone,Events,0.14,100000,0.0,2018,7,27,4.2,2
DATING,57081,0,Mature 17+,Dating,0.079,1000000,0.0,2018,7,27,4.0,3
GAME,212067,0,Everyone,Racing,0.48,10000000,0.0,2015,7,15,2.0,3
FAMILY,60,0,Everyone,Education,0.021,10000,0.0,2016,5,1,2.2,1
TOOLS,121304,0,Everyone,Tools,0.3928871096877502,10000000,0.0,2018,3,11,3.8377519379844967,3
HEALTH_AND_FITNESS,577,0,Everyone,Health & Fitness,0.037000000000000005,50000,0.0,2018,4,25,4.0,1
TRAVEL_AND_LOCAL,1,0,Everyone,Travel & Local,0.18,1000,0.0,2017,11,9,4.1,0
FINANCE,6,0,Everyone,Finance,0.062,500,0.0,2018,8,3,4.0,0
PERSONALIZATION,0,0,Teen,Personalization,0.11,1,0.0,2018,4,12,4.1,0
PRODUCTIVITY,57449,0,Everyone,Productivity,0.05,1000000,0.0,2018,8,4,4.0,3
WEATHER,8433,0,Everyone,Weather,0.055999999999999994,100000,0.0,2018,6,6,4.0,2
FINANCE,14627,0,Everyone,Finance,0.23,1000000,0.0,2018,7,9,4.1,2
SHOPPING,928,0,Everyone,Shopping,0.086,100000,0.0,2018,8,2,4.4,2
SHOPPING,10318,0,Everyone,Shopping,0.32,1000000,0.0,2018,6,19,4.4,2
PRODUCTIVITY,2,0,Everyone,Productivity,0.28,50,0.0,2017,8,8,4.1,0
PRODUCTIVITY,184,1,Everyone,Productivity,0.3928871096877502,1000,2.99,2015,12,4,2.2,1
BUSINESS,125,0,Everyone,Business,0.05,10000,0.0,2015,12,28,2.0,1
FAMILY,17543,0,Everyone,Casual,0.19,5000000,0.0,2018,1,25,4.0,2
FAMILY,3543,0,Everyone,Simulation,0.49,500000,0.0,2017,1,4,2.3,2
GAME,798522,0,Everyone 10+,Arcade,0.57,100000000,0.0,2018,6,7,4.1,3
LIFESTYLE,1189,0,Everyone,Lifestyle,0.18,100000,0.0,2018,6,27,4.0,2
TOOLS,0,1,Everyone,Tools,0.073,5,8.99,2018,2,9,3.2,0
MEDICAL,44,0,Everyone,Medical,0.04,10000,0.0,2018,4,24,4.1,1
FAMILY,62301,0,Teen,Strategy,0.72,5000000,0.0,2018,8,1,4.1,3
TOOLS,1363,1,Everyone,Tools,0.016,10000,2.59,2017,6,7,1.6,2
TOOLS,29854,0,Everyone,Tools,0.05,1000000,0.0,2017,7,19,2.3,3
FINANCE,439,0,Everyone,Finance,0.13,5000,0.0,2018,1,30,5.0,1
GAME,771001,0,Everyone 10+,Action,0.52,50000000,0.0,2018,6,11,4.1,3
GAME,931595,0,Teen,Simulation,0.31,10000000,0.0,2018,7,16,4.0,3
MEDICAL,576,1,Everyone,Medical,0.3928871096877502,5000,2.49,2017,8,5,3.8377519379844967,1
FINANCE,36,0,Everyone,Finance,0.18,1000,0.0,2018,7,10,3.8377519379844967,1
SOCIAL,1902,0,Everyone,Social,0.052000000000000005,100000,0.0,2014,6,5,2.1,2
GAME,1218,0,Everyone 10+,Action,0.15,500000,0.0,2018,3,6,2.3,2
LIFESTYLE,346,0,Everyone,Lifestyle,0.075,50000,0.0,2018,5,22,4.0,1
PERSONALIZATION,26,1,Everyone,Personalization,0.085,100,2.49,2017,12,3,4.0,1
MAPS_AND_NAVIGATION,618562,0,Everyone,Maps & Navigation,0.3928871096877502,50000000,0.0,2018,6,4,3.8377519379844967,3
PERSONALIZATION,410,0,Everyone,Personalization,0.061,100000,0.0,2018,4,20,4.0,1
PERSONALIZATION,35,1,Everyone,Personalization,0.052000000000000005,500,1.49,2018,4,26,7.0,1
COMMUNICATION,7,0,Everyone,Communication,0.06,1000,0.0,2018,4,3,4.0,0
VIDEO_PLAYERS,5639,1,Everyone,Video Players & Editors,0.3928871096877502,10000,1.49,2017,9,7,3.8377519379844967,2
LIFESTYLE,4,0,Everyone,Lifestyle,0.15,500,0.0,2017,11,22,4.1,0
FAMILY,10758,1,Everyone 10+,Adventure;Action & Adventure,0.08,100000,4.99,2015,12,15,4.0,2
TOOLS,807,0,Everyone,Tools,0.018000000000000002,100000,0.0,2018,5,18,2.3,1
VIDEO_PLAYERS,12443,0,Everyone,Video Players & Editors,0.3928871096877502,1000000,0.0,2018,8,6,3.8377519379844967,2
FAMILY,22165,0,Everyone,Education,0.068,1000000,0.0,2018,6,28,4.0,2
PERSONALIZATION,75,0,Mature 17+,Personalization,0.026000000000000002,10000,0.0,2016,5,26,4.0,1
LIFESTYLE,88,0,Everyone,Lifestyle,0.2,5000,0.0,2018,7,13,4.0,1
PERSONALIZATION,60298,0,Everyone,Personalization,0.13,5000000,0.0,2015,1,8,1.6,3
LIFESTYLE,0,0,Everyone,Lifestyle,0.25,10,0.0,2017,6,30,4.1,0
SOCIAL,852455,0,Mature 17+,Social,0.68,10000000,0.0,2018,8,3,4.2,3
TOOLS,118439,0,Everyone,Tools,0.16,10000000,0.0,2018,6,19,4.4,3
BOOKS_AND_REFERENCE,445756,0,Everyone,Books & Reference,0.16,10000000,0.0,2018,5,15,4.0,3
FINANCE,3,0,Everyone,Finance,0.11,500,0.0,2018,7,3,4.4,0
PERSONALIZATION,83,1,Everyone,Personalization,0.086,1000,1.7,2015,8,16,2.2,1
HEALTH_AND_FITNESS,1886,0,Everyone,Health & Fitness,0.076,500000,0.0,2016,6,21,4.0,2
BUSINESS,213,0,Everyone,Business,0.038,10000,0.0,2018,4,11,5.0,1
GAME,267395,0,Everyone 10+,Action,0.71,5000000,0.0,2018,7,19,4.4,3
FOOD_AND_DRINK,278,0,Everyone,Food & Drink,0.07200000000000001,50000,0.0,2018,7,20,4.0,1
SOCIAL,2349421,0,Teen,Social,0.39,100000000,0.0,2018,7,27,4.0,3
HEALTH_AND_FITNESS,57634,0,Everyone,Health & Fitness,0.41,1000000,0.0,2018,6,25,4.1,3
FAMILY,2195,1,Everyone,Board;Brain Games,0.37,10000,2.99,2016,8,2,2.3,2
HOUSE_AND_HOME,12,0,Everyone,House & Home,0.051,5000,0.0,2018,7,12,4.0,0
FAMILY,2378,0,Everyone,Entertainment,0.091,500000,0.0,2016,11,30,4.4,2
FAMILY,10,0,Teen,Entertainment,0.026000000000000002,1000,0.0,2016,12,10,4.2,0
BUSINESS,37,0,Everyone,Business,0.1,5000,0.0,2018,6,29,4.1,1
FAMILY,379415,0,Everyone,Casual;Action & Adventure,0.68,10000000,0.0,2018,6,26,4.1,3
FAMILY,3146,0,Everyone,Lifestyle;Education,0.3928871096877502,100000,0.0,2018,1,31,4.1,2
FAMILY,6738,0,Everyone,Simulation,0.56,100000,0.0,2018,6,8,4.1,2
FINANCE,198,0,Everyone,Finance,0.11,10000,0.0,2018,7,9,4.4,1
PARENTING,60,0,Everyone,Parenting,0.049,10000,0.0,2018,4,1,4.0,1
VIDEO_PLAYERS,36,0,Everyone,Video Players & Editors,0.3928871096877502,5000,0.0,2017,3,20,3.8377519379844967,1
FAMILY,135,0,Everyone 10+,Role Playing,0.75,10000,0.0,2018,6,1,4.4,1
FAMILY,4585,0,Everyone,Entertainment,0.091,1000000,0.0,2016,11,30,4.4,2
BOOKS_AND_REFERENCE,38,0,Everyone,Books & Reference,0.07200000000000001,5000,0.0,2018,6,18,4.4,1
FAMILY,7715,0,Everyone,Simulation,0.28,500000,0.0,2018,6,29,4.1,2
FAMILY,192,0,Everyone,Education,0.66,10000,0.0,2017,7,7,4.1,1
PRODUCTIVITY,6120,0,Everyone,Productivity,0.019,100000,0.0,2017,11,22,6.0,2
DATING,4,0,Mature 17+,Dating,0.038,500,0.0,2018,7,11,3.0,0
HEALTH_AND_FITNESS,12,0,Everyone,Health & Fitness,0.11,100,0.0,2018,7,9,4.1,0
SOCIAL,22098,0,Everyone,Social,0.18,1000000,0.0,2018,7,24,4.0,2
FAMILY,17,0,Everyone,Education,0.15,100,0.0,2018,8,3,4.2,0
FAMILY,321,0,Everyone,Education,9.14,100000,0.0,2015,2,14,2.2,1
PERSONALIZATION,0,0,Teen,Personalization,0.15,100,0.0,2016,10,2,2.0,0
FINANCE,1,0,Everyone,Finance,0.025,100,0.0,2015,12,16,4.0,0
FAMILY,39682,0,Everyone,Entertainment,0.062,1000000,0.0,2018,4,3,4.1,3
PHOTOGRAPHY,654419,0,Everyone,Photography,0.3928871096877502,50000000,0.0,2018,2,1,4.0,3
GAME,11023,1,Teen,Adventure,0.16,100000,3.99,2018,1,26,2.3,2
NEWS_AND_MAGAZINES,74425,0,Everyone,News & Magazines,0.086,1000000,0.0,2018,7,18,4.0,3
PERSONALIZATION,2828,0,Everyone,Personalization,0.07400000000000001,100000,0.0,2017,1,22,4.1,2
MEDICAL,17,0,Everyone,Medical,0.06,10000,0.0,2017,2,25,4.4,0
NEWS_AND_MAGAZINES,10369,0,Everyone,News & Magazines,0.3928871096877502,1000000,0.0,2018,7,28,3.8377519379844967,2
TOOLS,33509,0,Everyone,Tools,0.036000000000000004,1000000,0.0,2018,5,12,4.4,3
PERSONALIZATION,881,1,Everyone,Personalization,0.059000000000000004,10000,9.99,2018,6,20,2.1,1
PRODUCTIVITY,0,0,Everyone,Productivity,0.49,50,0.0,2018,5,18,4.1,0
PERSONALIZATION,84779,0,Everyone,Personalization,0.085,5000000,0.0,2018,6,4,4.0,3
AUTO_AND_VEHICLES,73,0,Everyone,Auto & Vehicles,0.23,1000,0.0,2018,6,5,3.2,1
SOCIAL,308,0,Everyone,Social,4.54,10000,0.0,2015,6,10,3.0,1
GAME,11,0,Everyone,Trivia,0.23,500,0.0,2018,5,22,4.0,0
GAME,7196,0,Everyone,Arcade,0.38,500000,0.0,2018,7,17,4.3,2
FAMILY,70,0,Teen,Educational,0.61,10000,0.0,2018,5,30,4.0,1
GAME,32831,0,Teen,Casino,0.24,500000,0.0,2017,5,12,4.0,3
PERSONALIZATION,484981,0,Everyone,Personalization,0.021,10000000,0.0,2016,11,28,3.0,3
EVENTS,16,0,Everyone,Events,0.023,100,0.0,2018,7,9,2.0,0
SHOPPING,18252,0,Everyone,Shopping,0.1,10000000,0.0,2018,8,6,4.1,2
PERSONALIZATION,32597,0,Everyone,Personalization,0.084,1000000,0.0,2018,5,24,4.1,3
GAME,2433,0,Everyone,Music,0.47,100000,0.0,2018,6,15,4.3,2
BEAUTY,134,0,Everyone,Beauty,0.17,10000,0.0,2018,3,1,4.0,1
FAMILY,24,0,Everyone,Education,0.44,1000,0.0,2012,6,17,1.6,1
GAME,64,0,Everyone,Board,0.013000000000000001,5000,0.0,2013,6,2,2.2,1
SOCIAL,51502,0,Teen,Social,0.2,5000000,0.0,2018,7,25,5.0,3
FOOD_AND_DRINK,3755,0,Everyone,Food & Drink,0.085,100000,0.0,2018,7,20,6.0,2
COMMUNICATION,0,0,Everyone,Communication,0.049,10,0.0,2018,7,23,4.0,0
EDUCATION,304,0,Everyone,Education,0.02,10000,0.0,2016,7,4,4.0,1
SPORTS,29,0,Everyone,Sports,0.14,100,0.0,2018,2,18,5.0,1
TOOLS,0,0,Everyone,Tools,0.17,5,0.0,2018,8,2,4.1,0
VIDEO_PLAYERS,3930,0,Everyone,Video Players & Editors,0.033,500000,0.0,2018,7,26,4.0,2
PERSONALIZATION,89342,0,Everyone,Personalization,0.29,10000000,0.0,2018,1,30,4.1,3
GAME,2027,0,Teen,Adventure,0.56,100000,0.0,2018,3,19,4.1,2
HEALTH_AND_FITNESS,55571,0,Everyone,Health & Fitness,0.12,1000000,0.0,2018,2,21,4.0,3
VIDEO_PLAYERS,400,0,Teen,Video Players & Editors,0.07200000000000001,100000,0.0,2018,5,28,4.0,1
FAMILY,7046,0,Everyone 10+,Puzzle,0.87,500000,0.0,2017,10,12,4.0,2
PRODUCTIVITY,14432,0,Everyone,Productivity,0.16,1000000,0.0,2018,7,31,4.4,2
FAMILY,105,1,Teen,Casual,0.51,1000,0.99,2017,2,17,2.0,1
PARENTING,9293,0,Everyone,Parenting,0.024,1000000,0.0,2018,5,28,4.0,2
PHOTOGRAPHY,7300,0,Teen,Photography,0.46,1000000,0.0,2018,1,12,5.0,2
FAMILY,155649,0,Everyone,Casual,0.38,10000000,0.0,2018,7,11,4.1,3
FINANCE,80904,0,Everyone,Finance,0.16,5000000,0.0,2018,7,5,4.1,3
PERSONALIZATION,24215,0,Everyone,Personalization,0.3928871096877502,1000000,0.0,2018,8,3,3.8377519379844967,2
PRODUCTIVITY,144879,0,Everyone,Productivity,0.3928871096877502,10000000,0.0,2016,1,24,3.8377519379844967,3
PERSONALIZATION,237,0,Everyone,Personalization,0.064,10000,0.0,2018,7,30,4.0,1
LIFESTYLE,3187,0,Everyone,Lifestyle,0.11,100000,0.0,2017,1,27,4.0,2
VIDEO_PLAYERS,641219,0,Everyone,Video Players & Editors,0.3928871096877502,10000000,0.0,2018,7,26,4.1,3
SPORTS,25,1,Everyone,Sports,0.06,1000,3.99,2015,2,18,2.3,1
COMMUNICATION,122595,0,Everyone,Communication,0.3,1000000,0.0,2018,7,19,5.0,3
VIDEO_PLAYERS,4585,1,Everyone,Video Players & Editors,0.3928871096877502,50000,5.99,2018,3,30,3.8377519379844967,2
FAMILY,45579,0,Everyone,Arcade;Action & Adventure,0.64,1000000,0.0,2016,4,14,4.0,3
FAMILY,9,0,Everyone,Education,0.21,1000,0.0,2018,7,27,5.0,0
FAMILY,100,0,Everyone,Entertainment,0.091,10000,0.0,2016,11,30,4.4,1
FINANCE,46106,0,Everyone,Finance,0.22,1000000,0.0,2018,7,31,4.4,3
WEATHER,116,0,Everyone,Weather,0.36,10000,0.0,2017,12,26,4.4,1
VIDEO_PLAYERS,277,0,Everyone,Video Players & Editors,0.068,10000,0.0,2016,7,16,2.3,1
TOOLS,33,0,Everyone,Tools,0.3928871096877502,10000,0.0,2018,7,23,3.8377519379844967,1
FAMILY,60097,0,Everyone,Entertainment;Pretend Play,0.19,1000000,0.0,2018,2,10,4.2,3
TRAVEL_AND_LOCAL,43054,0,Everyone,Travel & Local,0.3928871096877502,1000000,0.0,2018,8,6,3.8377519379844967,3
NEWS_AND_MAGAZINES,17,0,Everyone,News & Magazines,0.044000000000000004,100,0.0,2017,3,14,4.1,0
ENTERTAINMENT,29690,0,Teen,Entertainment,0.78,1000000,0.0,2018,8,3,4.3,3
SHOPPING,2094,0,Everyone,Shopping,0.34,100000,0.0,2018,7,2,4.1,2
SHOPPING,25515,0,Everyone,Shopping,0.3928871096877502,10000000,0.0,2018,7,16,3.8377519379844967,2
SHOPPING,1573054,0,Everyone,Shopping,0.3928871096877502,50000000,0.0,2018,8,2,4.2,3
GAME,1475,1,Teen,Action,0.34,10000,4.99,2018,1,2,5.0,2
FAMILY,3588,0,Everyone,Entertainment,0.18,500000,0.0,2018,2,25,4.3,2
PHOTOGRAPHY,125616,0,Everyone,Photography,0.3928871096877502,10000000,0.0,2017,3,10,2.0,3
SPORTS,5644,0,Everyone,Sports,0.14,1000000,0.0,2017,11,1,4.0,2
BUSINESS,1002861,0,Everyone,Business,0.35,100000000,0.0,2018,8,2,4.1,3
BUSINESS,0,0,Everyone,Business,0.3928871096877502,5,0.0,2018,8,2,3.8377519379844967,0
SPORTS,838765,0,Everyone,Sports,0.3928871096877502,50000000,0.0,2018,5,18,3.8377519379844967,3
TRAVEL_AND_LOCAL,1865,0,Everyone,Travel & Local,0.22,100000,0.0,2018,6,28,4.4,2
FAMILY,1311,0,Everyone,Education,0.14,10000,0.0,2018,7,11,4.4,2
WEATHER,29344,0,Everyone,Weather,0.22,500000,0.0,2018,7,25,4.1,3
FAMILY,764967,0,Everyone,Puzzle,0.69,10000000,0.0,2018,7,5,4.1,3
SPORTS,18584,0,Everyone,Sports,0.49,5000000,0.0,2018,6,27,4.1,2
FAMILY,681,0,Everyone,Education,0.08199999999999999,10000,0.0,2018,8,1,4.4,1
SOCIAL,54768,0,Everyone,Social,0.026000000000000002,5000000,0.0,2018,5,16,4.0,3
ENTERTAINMENT,28948,0,Teen,Entertainment,0.3928871096877502,1000000,0.0,2018,8,4,3.8377519379844967,3
VIDEO_PLAYERS,40,0,Everyone,Video Players & Editors,0.039,1000,0.0,2017,7,13,5.0,1
GAME,829753,0,Everyone,Arcade,0.48,50000000,0.0,2018,6,19,4.1,3
PERSONALIZATION,0,0,Everyone,Personalization,0.075,100,0.0,2018,4,19,4.1,0
GAME,3247,0,Teen,Action,0.26,500000,0.0,2017,7,25,2.3,2
